"","F2","F3","Q38","surveyYear"
"11651","big fish","wish",NA,2012
"11652","""I live here","I think that the habitat for fishing has some room for improvement.  Crappie regulations need a minimum size.  I can't find one.  I see a lot of folks keeping 3 to 4 inch crappies.  I'd like to know that more fish are stocked in the Lancaster County",NA,2012
"11653","Family time","Make it more affordable",NA,2012
"11654","The chance to catch multiple species of fish and some times hooking up with a trophy fish.","Keep doing what you are doing. I'm pleased with the work so far.",NA,2012
"11655","ease of getting to the locations","stock fishted",NA,2012
"11656","catching fish","no suggestions",NA,2012
"11657","all the different species of fish available to catch in my area","even though it makes good cover for the fish in drought years i think the sandy beaches at the public lakes should be kept mowed or sprayed and not let the cockelburr weeds and tree seedlings get out of hand.",NA,2012
"11658","just getting out doors","more small lakes such as nrd lakes",NA,2012
"11659","","",NA,2012
"11660","The lakes are big enough to share with others without overcrowding - at least on the weekdays and off weekends.","create more shore fishing opportunities.",NA,2012
"11661","","renovate Camp Hayes lake in Hayes County",NA,2012
"11662","""Early spring","Stop taking the eggs from the walleyes in Sherman. Our walleye fishing has suffered greatly. I remember when the limit was 6, then 4 now its 2. At least put some of the hatchlings back in our lake. It's a waste of time to fish for walleyes in Sherman",NA,2012
"11663","","",NA,2012
"11664","How Nebraska keeps the lakes stocked and stay up on future growth progress.","Do they take surveys of the number of fish caught periodically?  Or they fish growth process (how big the fish get over a period of time related to events and weather conditions)",NA,2012
"11665","I LOVE TO FISH FOR cATS ON THER bLUE SOUTH OF yORK","WE must GET YOUNG PEOPLE INVOLED!",NA,2012
"11666","The clean parks and the facilitys","I would like to see catfish stocked in city ponds",NA,2012
"11667","Northern Pike fishing with live bait. Be back just for this when the ice arrives in 2012.","cheaper licenses, continue use of live bait for northerns, improve perch and walleye populations.",NA,2012
"11668","Most lakes are not too crowded.","Help in eliminating some of the unwanted vegetation (hydrilla and algae) that seems to take over the lakes and makes the fishing impossible.",NA,2012
"11669","Fishing with my family","Get rid of shad so I can catch bigger walleyes",NA,2012
"11670","""Recreation","",NA,2012
"11671","We usually combine fishing and water sports it keeps the entire family entertained.","",NA,2012
"11672","Close to home","",NA,2012
"11673","","",NA,2012
"11674","","",NA,2012
"11675","","",NA,2012
"11676","Can always catch sunfish","not sure",NA,2012
"11677","Living close to the lake","Being more observant and stricter on fishing regulations;",NA,2012
"11678","not seeing other anglers.","",NA,2012
"11679","The solitude of ice fishing when the weather allows.","Increase tip up limits from (5) to >.",NA,2012
"11680","It is relaxing","D not know",NA,2012
"11681","Closeness.","More open waters",NA,2012
"11682","There are a lot more places to fish that hunt","If its a public place, there should be no cattle roaming around exspecially bulls! Example is Chester island south of brady, ne.",NA,2012
"11683","being in the outdoors and having the chance to catch some fish","more fishing destinations and access to spots with low fishing pressure",NA,2012
"11684","","",NA,2012
"11685","Just being out there.","none",NA,2012
"11686","Close to home & cheaper licenses.","More fishing only areas restricted to skiers",NA,2012
"11687","relaxing family getaway","keep water bodies stocked",NA,2012
"11688","fishing access close to home---chance to catch fish when i go---parks are kept nice---access to fishing is fair.","Keep lakes stocked so there is a stable fish population, keep putting trees in lakes, not just to attract fish but to give little fish a place to hide?? and keep license fees as low as possable for young people can afford to fish,",NA,2012
"11689","nothing nothing but mud pits","create Habitat for self sustaining populations",NA,2012
"11690","","",NA,2012
"11691","Wide variety of types of fish to catch and many different locations in which to fish.","Improve water levels and the number of fish in those waters to make fishing more rewarding. I live in Talmage, NE, and would like to see the state resume stocking Gritzka Lake.",NA,2012
"11692","","more no wake lakes",NA,2012
"11693","Close to where I live","",NA,2012
"11694","","",NA,2012
"11695","close to home","I generally fish in Kansas. Ne. lakes tend to be more ski friendly than fishing friendly.",NA,2012
"11696","","",NA,2012
"11697","""Actually","",NA,2012
"11698","you can almost allways catch your limit of wallie  but lots of small ones lots of days with no keepers","more water in minatar lake keep it in there clean up the first 20 yards of bank under water tomany snags",NA,2012
"11699","relatively low cost","spend more money on lakes stocking fish, less money on unnesasary things, lower cost of licences",NA,2012
"11700","","",NA,2012
"11701","","",NA,2012
"11702","","",NA,2012
"11703","the fact that I live here","spread the funds out a bit more rather than spending it on just certain lakes",NA,2012
"11704","We always have a good time wherever we go!","More shore fishing spots. It is always better when the area is mowed.",NA,2012
"11705","","",NA,2012
"11706","Variety of species available.","None",NA,2012
"11707","","",NA,2012
"11708","""Lot's of fish in small lakes","Branched oak is extremely too busy with boat traffic. Instead of dumping so many fish in there year after year either cut back on limits or pick a new lake to heavily stock big game fish, like Wagon Train or Stagecoach.",NA,2012
"11709","I like the enviroment and the people","I think you are doing a good job",NA,2012
"11710","","",NA,2012
"11711","""Being able to camp along side with fishing","More of the same listed above, but also better shore line access.  So often get too many snags.",NA,2012
"11712","That the areas are generally clean and close.","If we could improve the numbers of large bass and walleye.",NA,2012
"11713","Large number of accessible lakes and the variety of fish available","Stock northerns in more lakes",NA,2012
"11714","I can but a resident tag.","",NA,2012
"11715","I know that i will not catch much in Nebraska.  If i truly want to catch a lot of fish i go out of state.","More lakes and ponds.",NA,2012
"11716","For the most part the lakes that are good fishing lakes have areas the keep jet skiis away from the good fishing areas of the lake.","I feel it is very important that the regulations are abided by. Too many people disreguard the Reg's and keep everything they catch no matter what size it is. I feel persons obtaining a fishing license in Nebraska should be required to pass a test on",NA,2012
"11717","Several choices of places to fish locally","Lower park permit fees",NA,2012
"11718","just the chance to be outdoors and experience nature.","catch and fine the people that trash the fishing areas by leaving all their junk behind to blow in the water such as drink containers, bait boxes, etc.",NA,2012
"11719","","",NA,2012
"11720","I do my fishing above Gavins point Dam and there you can catch most any type fish you want.","More acsess to privte ponds and lakes.",NA,2012
"11721","","",NA,2012
"11722","Being outside in the outdoors and being with family and friends.","Keep the lakes fuller with water. Keep trails to back sides of lakes open for fishing.",NA,2012
"11723","Not much.  I lost interest fishing in Nebraska many years ago when it became obvious that the money from our fishing permits in outstate Nebraska were primarily used for the lakes and parks in the Omaha and Lincoln area.  If I want really want to cat","Nebraska needs a more aggressive stocking program.  Also, Lake McConaughy also has a real problem brewing with people from Denver (of a particular race) taking more than their legal limits.  They are descimating the fish populations there.  This need",NA,2012
"11724","","",NA,2012
"11725","the refuge lakes where the state really can't screw them up. I have very little faith in the Nebraska wildlife management. Sorry but","crack down on limits and a few of the officers attitude I have met some great ones and some real hard nose your beneath me types I have a badge",NA,2012
"11726","I like Elwood lake.  No jet ski or a lot of people to deal with.","",NA,2012
"11727","We live there in the summer and enjoy boating and fishing   although the last few years not so good","",NA,2012
"11728","The wide verity of fish I  can catch.","Habitat, and stocking.",NA,2012
"11729","""Being outdoors","I think they do a great job.",NA,2012
"11730","Just the opportunity to get out and fish where it's not too crowded.","N/a",NA,2012
"11731","","",NA,2012
"11732","The chance to spend time relaxing and being outdoors.","",NA,2012
"11733","enjoy the paddlefish snagging","simpler regulations that are consistant year to year",NA,2012
"11734","Low fishing pressure","",NA,2012
"11735","Close to home and I have many friends who fish at the same place.","Keeping the lakes and reservoirs stocked so that there are fish to catch.",NA,2012
"11736","wide variety of species","",NA,2012
"11737","""Convenience","More stocking of game fish",NA,2012
"11738","Fishing from the rivers with set lines","Do some rain dances to get the water levels back up. Nothing things are good it is just all the stupid people out there that ruin the parks for everone else",NA,2012
"11739","","",NA,2012
"11740","""the quiet","find a way to get rid of toxic algae in the lakes.",NA,2012
"11741","","Simplify fishing regulations.",NA,2012
"11742","Don't have far to go to find fish","Habitat improvement, stocking.",NA,2012
"11743","","",NA,2012
"11744","","",NA,2012
"11745","For relaxation and being near the water.","That State Lakes are better taken care of and   easier access to fish from the bank.",NA,2012
"11746","","",NA,2012
"11747","enjoying the outdoors","I have no suggestions, I just enjoy fishing",NA,2012
"11748","","Keeping regulations and enforcements to maintain or increase fish populations.",NA,2012
"11749","""use to be that we could drive down by a bridge and go fishing in the river","take the big cement blocks away so can drive and get closer to the water we cant walk very far.",NA,2012
"11750","Spending time fishing with my husband and our children who have had success on the lake.","Patrol the high speed boats and jet ski crafts as they run too fast and unsafe.",NA,2012
"11751","vetern fishing permit","cleaner streams and lakes",NA,2012
"11752","","",NA,2012
"11753","i do not like fishing in neb","improve lakes and ramps docks",NA,2012
"11754","","I would like to see a season on some species like Walleye and Largemouth Bass",NA,2012
"11755","","",NA,2012
"11756","Relaxation","none",NA,2012
"11757","","",NA,2012
"11758","The opportunity of catching a trophy walleye","",NA,2012
"11759","","",NA,2012
"11760","getting outdoors without being crowded","habitat",NA,2012
"11761","The wide variety of fish species.","I'd like to see stricter length limits on largemouth bass on public waters.",NA,2012
"11762","","",NA,2012
"11763","most time fair this years just 2 hot when i could go","",NA,2012
"11764","","More shore fishing access and more restrictions on recreational boaters.",NA,2012
"11765","Just love the outdoors","",NA,2012
"11766","The quality and quantity of fish caught","Better regulate recreational boaters who sometimes create a hazard to fisherman.",NA,2012
"11767","","",NA,2012
"11768","","",NA,2012
"11769","Proximity of lakes","Need eastern deep water large lake",NA,2012
"11770","","",NA,2012
"11771","","",NA,2012
"11772","","more modern restrooms at lakes like Elwood, and possibly a sponsorship for different area's with local business.  Such as providing trash cans, gravel benches,  there are a lot of business people that are also anglers and would like to help the sport",NA,2012
"11773","The excitement of what you are going to catch.","",NA,2012
"11774","""The variety of fishing available","",NA,2012
"11775","","",NA,2012
"11776","","",NA,2012
"11777","Caring on a family tradition.","Better bank access.",NA,2012
"11778","","",NA,2012
"11779","to get away from work and take the wife and kids fishing.","",NA,2012
"11780","Efforts being made to improve fishing.","More access.",NA,2012
"11781","Going to Swanson Reservoir","Keep Swanson Reservoir as a lake",NA,2012
"11782","","",NA,2012
"11783","""Close to home and while I'm camping","Keeping pits and ponds stocked",NA,2012
"11784","The diversity of the resources.","The size limits seem really inconsistent on walleye with the population of the fish we were catching.",NA,2012
"11785","Lakes located close to home and easy access.","Enforce size limit regulations and more stocking of fish (which may not be needed if size limit regulations are enforced).",NA,2012
"11786","Family","Better habitats",NA,2012
"11787","","",NA,2012
"11788","New lakes","Keep stocking lakes with bass",NA,2012
"11789","fishing the missouri river","need more water in missouri river",NA,2012
"11790","","Reduce, for once the price of the fishing license, the price is a bit ridiculous don't you think?",NA,2012
"11791","The veriety of kinds of fish.  I can fish for catfish while my son fishes for bluegill.","We fish alot of the smaller lakes.  Many of them are getting run down and silted in.  Most of the money that is paid for park permits goes to the larger lakes and parks.  More needs to be done with the smaller ones.",NA,2012
"11792","""I enjoy sharing the outdoors with other people and can appreciate anyone's attempt to having fun but I think jet ski's need to be monitored more with """"playing"""" near other watercraft and be removed from the lake when endagering others""","During a the drought that the state seen, I think it was managed fairly well and I hope more walleye's can be released to ensure future success. Wipers, striped bass and white bass are very popular, along with crappie, state rec lakes need more of th",NA,2012
"11793","""Bass fishing is my favorite pass time.  Our resources are limited","Habitat, habitat, habitat.  Add deep water rock piles, add cedar and hardwood to out lakes.  Concentrate less on walleye and more on bass/crappie.  If you can find a way to create more lakes like Walnut Creek and Wahahoo please do.  Add cover to the",NA,2012
"11794","Diversity of the species I can catch","Stocking of larger fish when possible (bigger bass, catfish, etc)",NA,2012
"11795","","",NA,2012
"11796","I enjoy getting out with my family and catching some nice keeper size walleye fish also spending the day on the water and watching the family enjoy catching some fish. Close to home so I dont have to travel a long ways to get there.","A lot went on this year and I didnt get out but just to keep up the good work and continue the quality of fisheries and keep good numbers of keeper sized fish so I can bring some home to eat.",NA,2012
"11797","N/A","N/A",NA,2012
"11798","""The quality of fish and fishing","Pray for snow and rain!!",NA,2012
"11799","Fishing","Hiring more game wardens to patrol the Missouri  River in our area because they poach fish by the hundreds every year",NA,2012
"11800","You can get away from people - not shoulder to shoulder like back east.","To actually promote hunting & fishing in Nebr. instead of just Mahony park like is done most.",NA,2012
"11801","Short trip to fish.","None",NA,2012
"11802","Fishing with wife and kids","",NA,2012
"11803","The time away","None",NA,2012
"11804","","",NA,2012
"11805","The wide variety of fish available to catch.","Better access to shore fishing. Seems all the money is invested in boat fishing.",NA,2012
"11806","Fishing is just a very relaxing sport to participate in to be able to spend good quality time with family and friends.","None at this time",NA,2012
"11807","","",NA,2012
"11808","Lots of variety in the fish to catch.","Better fishing in the eastern part of the state.",NA,2012
"11809","Lots of places to go","More frequent CO visits",NA,2012
"11810","The variety of native species","Renovate the lakes",NA,2012
"11811","Going to Harlan County resivoir if I go with someone who has a boat.","Something that is important to me is I dont go unless my kids go and they do not like to go because we don't catch anything local-less than a 1/2 hour- more shore/beach fishing at the larger lakes. Help local lakes stay stocked i:e Lake North/ Lake B",NA,2012
"11812","","",NA,2012
"11813","","",NA,2012
"11814","I like the more sandy waters and rivers because the fish taste better and the variety of catchable species is larger.","Keep the water clean, especially around the Lincoln area, and make sure the water levels are high. The fish in the lakes around Lincoln do not taste that good. Not sure how to remedy that.",NA,2012
"11815","Nebraska waters offer a lot of diversity throughout the state and a lot of times there are multiple different species to target in one fishing trip.","Become stricter on limits, the prefered fish such as walleye and sauger seem to really take a hit when the bite is on.",NA,2012
"11816","","",NA,2012
"11817","None","Needs more lake.",NA,2012
"11818","","",NA,2012
"11819","","",NA,2012
"11820","I can catch a variety of fish at a lot of different places.","Stock more cats in the Alexandria lakes.  I think the population is way down.",NA,2012
"11821","Walleye and panfish.","Wipers are over rated. Sick of them!",NA,2012
"11822","Being with family","Just keep the lakes stocked",NA,2012
"11823","","",NA,2012
"11824","","",NA,2012
"11825","","",NA,2012
"11826","Its fairly close to home and generally have fair success.","no idea",NA,2012
"11827","","",NA,2012
"11828","","",NA,2012
"11829","Change to catch decent fish and varieties","Set slots",NA,2012
"11830","Access for my kids near the metro area.","I know it's more about geography, but, it would be nice if there were more trout streams in Nebraska.  The closest streams are in Western NE, the Driftless region, and Northern Arkansas. Those areas are just to far to drive with today's gas prices.",NA,2012
"11831","""getting together with friends and family in the state","",NA,2012
"11832","","",NA,2012
"11833","","",NA,2012
"11834","I like hw any different areas there re to fish in Nebraska.","More should be done about people keeping fish that are not regulation size. My favorite fishing area Wood River WMA was ruined for me two years ago when several people had stringers of large mouth bass that were less than 6 inches long.I went to Morm",NA,2012
"11835","Doesn't have to be NE I just like to fish.","Hatcheries and more stocking",NA,2012
"11836","","",NA,2012
"11837","I just love to fish period!","Keep stocking, maintain habitat, and most importantly promote catch and release for game fish!",NA,2012
"11838","the oppertunity to catch crappie","stock more crappies",NA,2012
"11839","","",NA,2012
"11840","now that i am old it is cheaper and i do not have to travel very far to fish","make the fishing guide easier to follow.  get rid of a lot of your length limits  seperate your white bass from  the wiper at  elwood",NA,2012
"11841","Many different species of fish you can fish for all year round.","Focus more on the locals instead of the out of staters",NA,2012
"11842","","",NA,2012
"11843","That other fisherman are kind and willing to share the shore with everyone","Keep water in the platte river so we can catch nice catfish again",NA,2012
"11844","I can sit or stand where i am and see the world go by. Also being outdoors helps me think of ideas for my drawings.","Can't think of anything at the moment. sorry fellas :)",NA,2012
"11845","","",NA,2012
"11846","","",NA,2012
"11847","""The interstate ponds","Restoration of the sport fishing in the large lakes stripped bass in lake mac and harlan",NA,2012
"11848","","",NA,2012
"11849","I was raised in the Sandhills and fishing the Valentine Wildlife Refuge is like going home.  Besides the fishing is good and the company of my friends is enjoyable.","Get rid of the carp in the Refuge lakes.",NA,2012
"11850","Relaxing","Keep up the good work",NA,2012
"11851","xxxxxxxxxx","xxxxxxx",NA,2012
"11852","relax and take the grandchildren fishing while camping. unfortunately not that often.","some older lakes are silted in. They need to be dredged. The water is pretty shallow near some of the campsites in S.E. Nebraska",NA,2012
"11853","Variety of fishing available","Rehab older fisheries",NA,2012
"11854","Close to home","littering seems to be a huge problem. Need more trash receptivles and someone to pick up the cans on regular basis. Maybe a volunteer cleaning crew that can go out and help clean up parks and habitats.  Reward wiith a waiver on their fish license etc",NA,2012
"11855","Easy access to lakes","More farm pond access , Omaha lakes are to crowded and overfished",NA,2012
"11856","Being outdoors","Maintain natural waters, improve habitat, manage fish species, manage water vegetation and provide adequate waste disposal facilities.",NA,2012
"11857","","",NA,2012
"11858","I just love to fish","Better access for shore fishing..a lot of algea around the edges in some areas...especially Walnut Creek in Papillion.",NA,2012
"11859","The peacefulness and relaxation","",NA,2012
"11860","","",NA,2012
"11861","","",NA,2012
"11862","well maintaine","",NA,2012
"11863","","",NA,2012
"11864","Fishing is bad in Nebraska.  The large lakes are all fished out.  Private landowners are often not allowing fishing. Many times stupid people have messed it up for all others.  The better fishing is in South Dakota and other western states.  Better t","Too much to be done.  Nebraska is far behind other states.  Too much farming destroying all the wildlife habitat that use to be here.  Corn is king!!",NA,2012
"11865","to have fun","",NA,2012
"11866","Variety of fish available","Develop a world class fihery for walleye",NA,2012
"11867","Fishing locations are close to my home.","Work more closely with the land owners .",NA,2012
"11868","Catching fish.","",NA,2012
"11869","Not much. You really need to concentrate on better stocking procedures for Eastern Nebraska lakes.","Better stocking of Eastern Nebraska lakes.",NA,2012
"11870","proximity of lakes to home","better enforcement of laws pertaining to pets and littering in fishing areas",NA,2012
"11871","Being out with my son.","More youth fishing events.",NA,2012
"11872","","",NA,2012
"11873","","",NA,2012
"11874","""Not much","Need more fishing spots closer to Omaha.",NA,2012
"11875","","",NA,2012
"11876","Being with friends who like to fish.","Nothing.",NA,2012
"11877","","",NA,2012
"11878","For the most part I only have a fishing licence so that I can take my granddaughter fishing. I like to fish but I'd rather hunt.","",NA,2012
"11879","catching multiple species","allow anglers i boats closer to the dam at gavins point, medicine creek needs to be stock with walleye",NA,2012
"11880","Great fishing lakes and A lot of different places to go","Control on some weed growth, and keep up on the good work you all do!",NA,2012
"11881","Getting outside with friends or family to relax and enjoy the scenery.","none",NA,2012
"11882","","",NA,2012
"11883","","",NA,2012
"11884","I enjoy spending time at the lake.","A little better control of what people are keeping on a normal basis, se too many bagging illegal fish",NA,2012
"11885","","",NA,2012
"11886","It's home.","Stock more fish",NA,2012
"11887","Family fun & R&R timee","Have it Rain so there's more water..lol.",NA,2012
"11888","The paddlefish season","I mainly fish Iowa great lakes, there is better fishing for more species, Harlan is a great resource as is gavins point dam, I bow fish the rivers but since i have a second home in Iowa thats where we fish most",NA,2012
"11889","Catching fish","I would like to see more places to fish for crappie and bluegill",NA,2012
"11890","Love the sandhill fishing. Some of the best all around fishing in the USA.","To allow ATV on  lakes during ice fishing .",NA,2012
"11891","Plenty of fishing-camping areas close to me","cleaner water in south east nebraska",NA,2012
"11892","","",NA,2012
"11893","it is close to where i live","none",NA,2012
"11894","""I just like getting out and enjoying nature.  If I catch fish","You may want to stock more of our lakes around Eastern Nebraska.  There seems to be slim pickins around here.",NA,2012
"11895","I just like to fish and not just limited to nebra.","better enforcement of the laws and regulations. Never a warden when you need one.",NA,2012
"11896","","Make this survey shorter.  It is WAY, WAY, WAY too long.",NA,2012
"11897","enjoying the outdoors","none",NA,2012
"11898","","",NA,2012
"11899","the best kept seceat","n/a",NA,2012
"11900","The lack of people that fish small streams","Cheaper permits",NA,2012
"11901","The water quality is better now with the lake restoration projects.","Lower the limits for the day and more conservation officers on duty",NA,2012
"11902","","",NA,2012
"11903","Being with family","don't have any",NA,2012
"11904","","",NA,2012
"11905","catching species of fish I don't normally fish for or catch","trying to open more water for anglers",NA,2012
"11906","Can get to quiet places","keep up the good work",NA,2012
"11907","The ability to go to a little pond fished by few and catch fish.","Improve the stream access laws.  We have some of the finest trout fishing in America, however, the access laws are abysmal.  They should be more like Wisconsin.",NA,2012
"11908","","Wish we had bigger water close to Omaha not 3-6 hrs away",NA,2012
"11909","Time spent with family and friends. Cathcing fish makes it even better!","I think you're doing a good job. I like the trout stocking at ponds. gives us a place to fish without taking a lot of time to get to another body of water.",NA,2012
"11910","","",NA,2012
"11911","Access to  fishing areas are close and well maintained.","",NA,2012
"11912","Fishing with friends.","Nebraska Game department is designedto be a private land company!",NA,2012
"11913","","",NA,2012
"11914","It is affordable","more access to ponds in the north central region. Land owners are unresonable and rude. allow hunting and fishing on school lands (its public)",NA,2012
"11915","Chance to catch a trophy sized Bluegill in the Refuge Lakes near Valentine!","Protect the fish with strict limits!!!!!!",NA,2012
"11916","""There are some good places to fish near us","Getting the road to the Standing Bear Bridge open so we have access to it again.  It was so much fun fishing down there.",NA,2012
"11917","","",NA,2012
"11918","being outdoors and the challange of the catch","",NA,2012
"11919","","",NA,2012
"11920","I like to fish the Missoui.river area in the spring and fall mostly it just  a very pretty place to be with the changing seasons","maybe stop fishing at Missouri  river during walleye and sauger spawn I know guys who go to the river when the big females are ready and catch as many as they can ! It does not make much sense to me when you want to keep a good population of fish to",NA,2012
"11921","","",NA,2012
"11922","""The variety of fish. Some lakes do have the potential for trophy fish.Love the potential of trophy wipers","Adding structure(trees,rocks,man made structure).GET US SOME QUALITY crappie fishing. I know we can't be like Kansas but it can sure be better.Get a handle on the asian illegal fishing that is going on at Lake Mac, it is getting out of control. Make",NA,2012
"11923","Not a lot to say as fishing areas are limited compared to say NE South Dakota.","This state needs to clean up the small streams such as the Big Blue. Too little grass and tree areas along the banks.",NA,2012
"11924","Most of the state parks are clean and family friendly. We mostly fish to spend time together as a family.","War Axe is the closest state area to us but I will not fish there anymore because of a total lack of law enforcement. There are people who go there that are not friendly and quite possibly dangerous based on my past experiences with that area. Wind M",NA,2012
"11925","","",NA,2012
"11926","The numerous available public areas and the Games and Parks website. I also think Daryl Bauer does a great job.","It has just been a tough year with the drought and not much can really be done.",NA,2012
"11927","There's always something to catch","Stock more fish",NA,2012
"11928","The peace and quiet of fishing.","I always enjoyed fishing natural rivers and streams.  Since I have moved to Nebraska there is very few small rivers and streams that offer floatable or wadeable fishing.  We need to do more to naturalize, straightened and incised waterways.  Improvin",NA,2012
"11929","living on a lake where I can go fishing every day that I want","Raise the daily limit on catfish",NA,2012
"11930","Just a chance to get outdoors","Let private org. do more",NA,2012
"11931","Alot of variety and plenty of places to fish","Continue to promote and educate the Open Waters program.",NA,2012
"11932","","",NA,2012
"11933","","",NA,2012
"11934","Being outdoors and never knowing how big the fish is on the end of the line. My favorite eating fish are walleye and panfish.","More structures down in the water to improve habitat for fish to use.",NA,2012
"11935","being out in the outdoors.","",NA,2012
"11936","I enjoy being out in nature and Nebraska has a special beauty about it. Fishing allows family time and yearly family events.Fall fishing trip in ours.","More access to smaller remote areas. Rather than where there are a lot of people.The more backwoods the better to appreciate nature.",NA,2012
"11937","It's close.","Stop putting trout everywhere and spend the time and money on habitat improvement.",NA,2012
"11938","The lakes and ponds are not crowded.","I think you need to up the limit in small ponds because there are not enough people fishing them so the fish don't get a chance to grow up due to over-population.  I've fished many small ponds in Nebraska that have too many fish and you can't catch a",NA,2012
"11939","being in the great outdoors","more stocking",NA,2012
"11940","","",NA,2012
"11941","","",NA,2012
"11942","""being outdoors","more stocking",NA,2012
"11943","close to home","better managementof big resevior fisheries",NA,2012
"11944","","",NA,2012
"11945","","Provide more information for new fishermen",NA,2012
"11946","It's close and the fishing community is friendly and welcoming.","promotion of farm ponds, their location and availability.  Use of limited nets for bait",NA,2012
"11947","to get away and relax","none",NA,2012
"11948","","improving water quality in eastern part of the state",NA,2012
"11949","Variety of waters","More enforcement.  Too many people not obeying creel regulations.",NA,2012
"11950","relaxation time","more water.     compared to some neighboring states, ( s.d., ks.)    ne angling is limited",NA,2012
"11951","I wish there was better fishing closer to where I live.","Stock more ponds.",NA,2012
"11952","fish almost year round","keep improving habitat",NA,2012
"11953","When I can go and not fight for a fishing spot.","Younger and more economically established fisherman can better answer this question.",NA,2012
"11954","","",NA,2012
"11955","","",NA,2012
"11956","Nebraska has many different types of fishing.","More acess to bank fishing so it is safe to fish with grandkids",NA,2012
"11957","Not being contacted by game and fish officer each time I approach the water","Avalibilty or access to lake proximities to cities so everyone does not end up at same lake always.",NA,2012
"11958","Plenty of places to go around Omaha.","",NA,2012
"11959","Being in the outdoors with my grand children","Keep stocking the lakes around Omaha...",NA,2012
"11960","","",NA,2012
"11961","""Close to home","Where we go fishing they have been doing a very good job of flood recovery and getting things back to normal.",NA,2012
"11962","spending time with my family","more areas to fish from the banks",NA,2012
"11963","Open country and peace and quiet","stock lakes better",NA,2012
"11964","","",NA,2012
"11965","I like the amount of places to fish within a close proximatey to my home","Possibly a smaller limit on Walleye and sauger.",NA,2012
"11966","Nebraska is a very diverse place from one end to the other so it's fun and challenging to fish in this state.  The scenery is also beautiful and very diverse across this state.","Just keep researching and improving habitat!",NA,2012
"11967","","",NA,2012
"11968","To be outdoors and catch some fish with the chance to catch a big one.","Improve lake access and boat ramps on Lake Mac.",NA,2012
"11969","","",NA,2012
"11970","""That is difficult to answer.  There are very few lakes","We simply need more water.  There are not enough lakes to support the number of fishermen for the Eastern area of the state without driving for hours to reach a destination where you won't be faced with a crowd on the water.",NA,2012
"11971","","",NA,2012
"11972","Clean waters and good chance to catch quality fish.","Make LMB a bigger priority than they are.",NA,2012
"11973","Can't think of anything specific.","Need more access to smaller farm ponds which can be great fisheries. If there is information out there about where and which fish are biting by location, I would like to know what those sources are.",NA,2012
"11974","spending time on the water","quit spending all the money in lincoln on bureaucracy and hire more wardens,to many people are taking way over there limit when the fish are biting good, and getting away with it...",NA,2012
"11975","","",NA,2012
"11976","","",NA,2012
"11977","Trout fishing","",NA,2012
"11978","To get away from the phone and people!!","Keep up the good work!",NA,2012
"11979","","",NA,2012
"11980","","",NA,2012
"11981","I don't catch trout.... I hate trout","",NA,2012
"11982","","",NA,2012
"11983","So far it seems to be well managed .","",NA,2012
"11984","","Improve bank fishing. During the most successful time of the year to fish the algea and weeds are horrible. The growth can extend as much as 30 to 40 yards out from the bank. For kids it is very tough and frustrating to learn the basic of fishing whe",NA,2012
"11985","","",NA,2012
"11986","","",NA,2012
"11987","","",NA,2012
"11988","","",NA,2012
"11989","I have 3 NRD lakes close by to fish.","Improve habitat and stock more fish in lakes along with more catch and release and smaller limits on fish.",NA,2012
"11990","""I just love being in the outdoors","some of the smaller public pond's around have ton's of potential to have large bass in them but because of the low water levels or lack of maintenance the fish population's in some of these ponds really struggle.",NA,2012
"11991","Everything.","",NA,2012
"11992","convenient","restock lakes with gamefish",NA,2012
"11993","""I would like it more if it targeted more for the shore fisherman","Build a large reservoir in the southeast corner of the state....there is nothing with any size in the extreme southeast corner; whatever happened to the proposed lake at Pawnee City? That would have been great!!!",NA,2012
"11994","spending time with family and friends.","strict enforcement of size limits.",NA,2012
"11995","not a lot of people","more water its been to dry",NA,2012
"11996","","",NA,2012
"11997","Being outdoors in the spring & fall","Need more lakes, more gamefish & more docks",NA,2012
"11998","","",NA,2012
"11999","Being out doors.","Better stocking of game fish.",NA,2012
"12000","","",NA,2012
"12001","Several public waters near me are quite good. I fish mostly private waters so am somewhat untypical for you.","Avoid Nebraska dollars going into Federal projeccts, and into the more esoteric wishes of the minor minnnions.",NA,2012
"12002","""The challenge","locations are limited, more ""good"" fishing waters in my area would be an improvement.",NA,2012
"12003","not far to drive","stop non-english speaking fisherman from breaking fishing laws",NA,2012
"12004","","",NA,2012
"12005","""nothing","take tips from south dakota game and fish.",NA,2012
"12006","The abundunce of places to try","None",NA,2012
"12007","getting out in nature.","",NA,2012
"12008","Close to home","Spend money in the western half of the state.  Swanson and Enders lakes should be some of Nebraskas top lakes to visit, more people from Kansas and Colorado would come and bring in more out of state revenue.  Some progress has been made at Swanson la",NA,2012
"12009","The variety of fish.","I would suggest more conservation officers. I have never been checked while hunting or fishing. I'm tired of watching people trash the lakes and streams and rivers and keep everything they catch. I never keep fish. Too many people that do not care ab",NA,2012
"12010","accessibility","More stocking",NA,2012
"12011","being outdoors","better habitat",NA,2012
"12012","The Aquatic habitat stamp funds has allowed fisheries to be improved in all lakes renovated or managed","There are no NRD lakes in close proximity to my residence.  More of these would improve fishing in NE",NA,2012
"12013","low pressure","more lakes",NA,2012
"12014","","",NA,2012
"12015","Chance to enjoy outdoors and the fun of catching fish","",NA,2012
"12016","There's lots of places to go.","",NA,2012
